times,bmptemp,bmpprea,bmpalti,bmppreasea,bmprealalt,uvValue,rainvalue,co2value,h,t
1111,21.90,98237.00,259.65,98231.00,261.18,130.00,0,219,84.00,22.40
1112,21.90,98231.00,261.36,98224.00,260.59,118.00,0,218,84.00,22.30
1113,21.90,98241.00,259.82,98233.00,261.18,129.00,0,217,84.00,22.30
1114,21.90,98226.00,261.27,98237.00,260.07,128.00,0,218,84.00,22.30
1115,21.90,98243.00,259.73,98237.00,260.16,123.00,0,218,84.00,22.30
1116,21.90,98227.00,260.41,98238.00,260.33,126.00,0,218,84.00,22.30
1117,21.90,98232.00,261.61,98227.00,261.18,113.00,0,217,84.00,22.30
1118,21.90,98226.00,261.44,98228.00,260.84,122.00,0,218,84.00,22.30
1119,21.90,98223.00,260.93,98235.00,259.82,112.00,0,217,84.00,22.30
1120,21.90,98225.00,261.70,98228.00,261.44,118.00,0,218,84.00,22.30
1121,21.90,98240.00,259.65,98243.00,259.90,115.00,0,218,84.00,22.30
1122,21.90,98237.00,260.41,98236.00,260.41,113.00,0,218,84.00,22.30
1123,21.90,98233.00,260.33,98225.00,261.44,120.00,0,217,84.00,22.30
1124,21.90,98243.00,260.41,98239.00,260.41,109.00,0,217,84.00,22.30
1125,21.90,98237.00,260.16,98238.00,260.07,126.00,0,216,84.00,22.30
1126,21.90,98233.00,260.67,98228.00,261.18,110.00,0,217,84.00,22.30
1127,21.90,98234.00,260.16,98239.00,260.33,125.00,0,217,84.00,22.30
1128,21.90,98236.00,261.44,98227.00,260.84,114.00,0,217,84.00,22.30
1129,21.90,98233.00,259.73,98236.00,260.25,131.00,0,217,84.00,22.30
1130,21.90,98232.00,261.78,98226.00,261.44,121.00,0,217,84.00,22.30
1131,21.90,98236.00,259.99,98240.00,260.16,128.00,0,217,84.00,22.30
1132,21.90,98241.00,260.67,98231.00,261.10,127.00,0,216,84.00,22.30
1133,21.90,98230.00,260.41,98242.00,261.44,123.00,0,217,84.00,22.30
1134,21.90,98234.00,260.16,98239.00,260.07,129.00,0,218,84.00,22.30
1135,21.90,98222.00,260.16,98234.00,259.99,119.00,0,217,84.00,22.30
1136,21.90,98236.00,260.59,98236.00,260.33,122.00,0,216,84.00,22.30
1137,21.90,98233.00,259.99,98240.00,261.10,108.00,0,216,84.00,22.30
1138,21.90,98237.00,261.18,98225.00,261.36,120.00,0,216,84.00,22.30
1139,21.90,98236.00,260.33,98241.00,259.99,117.00,0,217,84.00,22.30
1140,21.90,98238.00,260.41,98236.00,261.44,108.00,0,216,84.00,22.30
1141,21.90,98239.00,261.44,98223.00,261.61,127.00,0,217,84.00,22.30
1142,21.90,98236.00,260.59,98238.00,260.50,116.00,0,217,84.00,22.30
1143,21.90,98232.00,259.56,98230.00,261.70,126.00,0,217,84.00,22.30
1144,21.90,98236.00,260.25,98232.00,261.61,128.00,0,216,84.00,22.30
1145,21.90,98238.00,261.44,98217.00,261.27,109.00,0,216,84.00,22.30
1146,21.90,98240.00,260.33,98231.00,261.52,109.00,0,216,84.00,22.30
1147,21.90,98218.00,261.61,98240.00,260.50,130.00,0,217,84.00,22.30
1148,21.90,98231.00,259.99,98231.00,259.99,129.00,0,216,84.00,22.30
1149,21.90,98225.00,261.61,98222.00,260.50,122.00,0,217,84.00,22.30
1150,21.90,98238.00,259.73,98227.00,261.52,125.00,0,216,84.00,22.30
1151,21.90,98240.00,260.76,98228.00,261.10,110.00,0,216,84.00,22.30
1152,21.90,98238.00,259.99,98230.00,261.18,119.00,0,216,84.00,22.30
1153,21.90,98239.00,260.59,98241.00,261.18,120.00,0,216,84.00,22.30
1154,21.90,98243.00,260.25,98232.00,261.10,109.00,0,216,84.00,22.30
1155,21.90,98228.00,260.84,98239.00,261.18,127.00,0,217,84.00,22.30
1156,21.90,98233.00,259.90,98238.00,260.25,117.00,0,216,84.00,22.30
1157,21.90,98237.00,260.25,98226.00,261.52,129.00,0,216,84.00,22.30
1158,21.90,98234.00,260.16,98242.00,260.41,129.00,0,217,84.00,22.30
1159,21.90,98218.00,260.76,98240.00,260.16,122.00,0,217,84.00,22.30
1160,21.90,98236.00,260.16,98241.00,261.44,127.00,0,216,84.00,22.30
1161,21.90,98220.00,261.44,98234.00,259.82,110.00,0,216,84.00,22.30
1162,21.90,98234.00,261.61,98218.00,261.87,121.00,0,216,84.00,22.30
1163,21.90,98234.00,260.41,98233.00,260.41,122.00,0,216,84.00,22.30
1164,21.90,98235.00,260.76,98219.00,261.18,113.00,0,216,84.00,22.30
1165,21.90,98239.00,260.50,98241.00,260.33,132.00,0,216,84.00,22.30
1166,21.90,98233.00,261.01,98219.00,261.70,127.00,0,216,84.00,22.30
1167,21.90,98240.00,260.16,98234.00,260.16,126.00,0,216,84.00,22.30
1168,21.90,98232.00,259.99,98235.00,260.25,131.00,0,216,84.00,22.30
1169,21.90,98236.00,260.76,98237.00,260.25,122.00,0,216,84.00,22.30
1170,21.90,98231.00,260.41,98229.00,260.76,125.00,0,215,84.00,22.30
1171,21.90,98221.00,259.99,98238.00,261.27,111.00,0,215,84.00,22.30
1172,21.90,98226.00,260.59,98231.00,261.36,121.00,0,216,84.00,22.30
1173,21.90,98231.00,260.67,98237.00,260.16,124.00,0,216,84.00,22.30
1174,21.90,98232.00,261.87,98233.00,260.41,112.00,0,215,84.00,22.30
1175,21.90,98217.00,261.44,98223.00,261.52,131.00,0,215,84.00,22.30
1176,21.90,98237.00,260.67,98246.00,261.36,127.00,0,215,84.00,22.30
1177,21.90,98222.00,261.78,98223.00,261.70,127.00,0,215,84.00,22.30
1178,21.90,98233.00,260.76,98223.00,262.04,132.00,0,215,84.00,22.30
1179,21.90,98230.00,260.33,98236.00,260.59,123.00,0,215,84.00,22.30
1180,21.90,98231.00,260.33,98224.00,261.61,127.00,0,216,84.00,22.30
1181,21.90,98225.00,260.16,98237.00,260.41,112.00,0,215,84.00,22.30
1182,21.90,98224.00,260.50,98234.00,260.33,123.00,0,214,84.00,22.30
1183,21.90,98228.00,261.61,98218.00,262.04,116.00,0,215,84.00,22.30
1184,21.90,98216.00,261.95,98222.00,260.50,111.00,0,216,84.00,22.30
1185,21.90,98237.00,260.41,98236.00,260.07,128.00,0,215,84.00,22.30
1186,21.90,98222.00,261.78,98236.00,260.33,116.00,0,215,84.00,22.30
1187,21.90,98230.00,260.59,98225.00,261.27,132.00,0,215,84.00,22.30
1188,21.90,98232.00,260.93,98235.00,260.50,128.00,0,214,84.00,22.30
1189,21.90,98230.00,260.33,98243.00,260.07,125.00,0,215,84.00,22.30
1190,21.90,98233.00,261.70,98232.00,261.18,130.00,0,215,84.00,22.30
1191,21.90,98229.00,261.44,98219.00,261.61,122.00,0,214,84.00,22.30
1192,21.90,98239.00,260.33,98242.00,260.07,126.00,0,216,84.00,22.30
1193,21.90,98239.00,261.44,98217.00,260.33,114.00,0,215,84.00,22.30
1194,21.90,98216.00,261.87,98220.00,261.44,123.00,0,215,84.00,22.30
1195,21.90,98234.00,260.33,98245.00,259.99,111.00,0,214,84.00,22.30
1196,21.90,98238.00,261.87,98220.00,260.93,122.00,0,214,84.00,22.30
1197,21.90,98218.00,262.12,98222.00,261.95,118.00,0,214,84.00,22.30
1198,21.90,98237.00,261.10,98233.00,261.87,111.00,0,214,84.00,22.30
1199,21.90,98216.00,261.52,98221.00,260.59,129.00,0,214,84.00,22.30
1200,21.90,98235.00,260.50,98247.00,260.93,117.00,0,215,84.00,22.30
1201,21.90,98231.00,260.50,98235.00,261.87,130.00,0,214,84.00,22.30
1202,21.90,98241.00,260.41,98234.00,261.44,129.00,0,214,84.00,22.30
1203,21.90,98234.00,260.67,98233.00,260.67,127.00,0,214,84.00,22.30
1204,21.90,98236.00,260.41,98235.00,259.90,133.00,0,215,84.00,22.30
1205,21.90,98235.00,260.50,98239.00,261.01,122.00,0,216,84.00,22.30
1206,21.90,98232.00,260.84,98233.00,260.59,129.00,0,215,84.00,22.30
1207,21.90,98228.00,261.52,98232.00,260.93,122.00,0,215,84.00,22.30
1208,21.90,98227.00,260.93,98234.00,260.41,126.00,0,215,84.00,22.30
1209,21.90,98233.00,260.67,98233.00,260.59,116.00,0,214,84.00,22.30
1210,21.90,98228.00,260.76,98234.00,260.25,123.00,0,214,84.00,22.30
1211,21.90,98231.00,261.95,98218.00,261.18,111.00,0,213,84.00,22.30
1212,21.90,98233.00,261.44,98240.00,260.50,117.00,0,214,84.00,22.30
1213,21.90,98233.00,260.50,98234.00,260.41,125.00,0,213,84.00,22.30
1214,21.90,98226.00,261.36,98222.00,260.50,114.00,0,214,84.00,22.30
1215,21.90,98235.00,260.50,98231.00,261.52,132.00,0,214,84.00,22.30
1216,21.90,98232.00,260.67,98235.00,260.84,126.00,0,214,84.00,22.30
1217,21.90,98236.00,260.25,98233.00,260.50,128.00,0,214,84.00,22.30
1218,21.90,98221.00,261.87,98225.00,261.61,130.00,0,215,84.00,22.30
1219,21.90,98217.00,260.93,98236.00,260.67,126.00,0,214,84.00,22.30
1220,21.90,98230.00,261.87,98216.00,261.87,131.00,0,214,84.00,22.30
1221,21.90,98218.00,261.78,98216.00,261.87,123.00,0,214,84.00,22.30
1222,21.90,98233.00,260.84,98239.00,261.70,129.00,0,214,84.00,22.30
1223,21.90,98233.00,260.67,98235.00,260.41,121.00,0,215,84.00,22.30
1224,21.90,98227.00,260.93,98222.00,260.76,126.00,0,214,84.00,22.30
1225,21.90,98231.00,262.04,98222.00,260.41,111.00,0,214,84.00,22.30
1226,21.90,98232.00,261.95,98216.00,261.87,121.00,0,216,84.00,22.30
1227,21.90,98230.00,262.04,98222.00,260.50,117.00,0,214,84.00,22.30
1228,21.90,98223.00,261.70,98221.00,261.95,110.00,0,214,84.00,22.30
1229,21.90,98235.00,260.07,98236.00,261.78,129.00,0,214,84.00,22.30
1230,21.90,98233.00,260.41,98228.00,260.33,118.00,0,213,84.00,22.30
1231,21.90,98234.00,260.93,98225.00,261.61,131.00,0,214,84.00,22.30
1232,21.90,98226.00,260.84,98219.00,262.29,127.00,0,215,84.00,22.30
1233,21.90,98233.00,260.67,98236.00,259.90,127.00,0,214,84.00,22.30
1234,21.90,98231.00,260.33,98239.00,260.25,133.00,0,214,84.00,22.30
1235,21.90,98232.00,262.38,98221.00,261.01,122.00,0,214,84.00,22.30
1236,21.90,98220.00,261.78,98225.00,261.70,128.00,0,215,84.00,22.20
1237,21.90,98232.00,260.76,98235.00,261.70,115.00,0,213,84.00,22.20
1238,21.90,98214.00,261.78,98213.00,261.70,122.00,0,214,84.00,22.30
1239,21.90,98215.00,261.61,98218.00,261.36,117.00,0,214,84.00,22.30
1240,21.90,98232.00,260.67,98237.00,260.59,112.00,0,215,84.00,22.30
1241,21.90,98232.00,260.59,98224.00,260.16,128.00,0,214,84.00,22.30
1242,21.90,98234.00,260.67,98237.00,261.01,116.00,0,214,84.00,22.30
1243,21.90,98235.00,261.95,98219.00,261.70,131.00,0,214,84.00,22.30
1244,21.90,98238.00,260.67,98236.00,260.67,123.00,0,214,84.00,22.30
1245,21.90,98238.00,260.59,98229.00,261.61,129.00,0,214,84.00,22.30
1246,21.90,98222.00,261.10,98231.00,261.27,124.00,0,214,84.00,22.30
1247,21.90,98233.00,261.95,98235.00,260.76,129.00,0,214,84.00,22.30
1248,21.90,98234.00,260.33,98236.00,261.44,126.00,0,214,84.00,22.30
1249,21.90,98231.00,261.36,98216.00,261.78,129.00,0,214,84.00,22.30
1250,21.90,98229.00,261.70,98223.00,261.70,124.00,0,214,84.00,22.30
1251,21.90,98233.00,260.16,98236.00,260.67,130.00,0,214,84.00,22.30
1252,21.90,98225.00,260.93,98237.00,261.87,127.00,0,214,84.00,22.30
1253,21.90,98235.00,260.59,98223.00,261.44,127.00,0,214,84.00,22.30
1254,21.90,98228.00,260.84,98219.00,261.87,126.00,0,214,84.00,22.30
1255,21.90,98219.00,261.27,98230.00,260.76,125.00,0,214,84.00,22.30
1256,21.90,98230.00,261.10,98227.00,261.01,130.00,0,214,84.00,22.30
1257,21.90,98222.00,260.84,98228.00,262.12,121.00,0,213,84.00,22.30
1258,21.90,98231.00,261.95,98221.00,261.78,125.00,0,214,84.00,22.30
1259,21.90,98225.00,260.93,98227.00,260.59,112.00,0,213,84.00,22.30
1260,21.90,98233.00,261.01,98230.00,260.33,122.00,0,214,84.00,22.30
1261,21.90,98229.00,260.67,98231.00,262.12,111.00,0,213,84.00,22.30
1262,21.90,98217.00,261.52,98226.00,261.61,114.00,0,213,84.00,22.30
1263,21.90,98227.00,261.52,98225.00,260.76,123.00,0,213,84.00,22.30
1264,21.90,98236.00,260.93,98231.00,261.95,110.00,0,213,84.00,22.30
1265,21.90,98226.00,261.10,98229.00,262.04,130.00,0,214,84.00,22.30
1266,21.90,98230.00,260.41,98224.00,261.78,119.00,0,213,84.00,22.30
1267,21.90,98232.00,261.44,98225.00,261.78,128.00,0,214,84.00,22.30
1268,21.90,98219.00,262.21,98228.00,261.95,126.00,0,213,84.00,22.30
1269,21.90,98217.00,262.12,98217.00,261.87,124.00,0,213,84.00,22.30
1270,21.90,98219.00,261.78,98224.00,262.21,129.00,0,213,84.00,22.30
1271,21.90,98229.00,261.27,98224.00,261.78,120.00,0,212,84.00,22.30
1272,21.90,98234.00,261.01,98234.00,261.52,126.00,0,214,84.00,22.30
1273,21.90,98232.00,261.78,98225.00,261.10,113.00,0,213,84.00,22.30
1274,21.90,98220.00,260.84,98224.00,261.36,122.00,0,213,84.00,22.30
1275,21.90,98230.00,261.10,98232.00,260.59,109.00,0,213,84.00,22.30
1276,21.90,98227.00,262.12,98214.00,261.52,118.00,0,213,84.00,22.30
1277,21.90,98220.00,260.50,98224.00,261.78,115.00,0,212,84.00,22.30
1278,21.90,98212.00,260.59,98230.00,260.84,105.00,0,214,84.00,22.30
1279,21.90,98220.00,262.89,98210.00,262.21,125.00,0,213,84.00,22.30
1280,21.90,98223.00,260.76,98225.00,260.93,114.00,0,214,84.00,22.30
1281,21.90,98227.00,261.27,98236.00,261.10,126.00,0,213,84.00,22.30
1282,21.90,98231.00,261.01,98224.00,261.44,124.00,0,213,84.00,22.30
1283,21.90,98228.00,261.18,98232.00,261.27,120.00,0,214,84.00,22.30
1284,21.90,98225.00,260.59,98232.00,260.93,127.00,0,214,84.00,22.30
1285,21.90,98230.00,260.50,98230.00,260.93,120.00,0,214,84.00,22.30
1286,21.90,98239.00,261.01,98227.00,260.25,126.00,0,214,84.00,22.30
1287,21.90,98228.00,260.76,98224.00,261.87,121.00,0,214,84.00,22.30
1288,21.90,98229.00,261.27,98234.00,261.10,127.00,0,214,84.00,22.30
1289,21.90,98229.00,260.59,98233.00,261.78,117.00,0,214,84.00,22.30
1290,21.90,98216.00,262.72,98216.00,260.76,124.00,0,214,84.00,22.30
1291,21.90,98228.00,261.10,98230.00,260.25,109.00,0,215,84.00,22.30
1292,21.90,98225.00,260.76,98216.00,261.61,121.00,0,214,84.00,22.30
1293,21.90,98226.00,260.84,98214.00,260.76,110.00,0,214,84.00,22.30
1294,21.90,98230.00,261.27,98216.00,261.87,120.00,0,215,84.00,22.30
1295,21.90,98216.00,262.29,98229.00,261.95,115.00,0,214,84.00,22.30
1296,21.90,98222.00,261.18,98214.00,260.93,115.00,0,215,84.00,22.30
1297,21.90,98215.00,261.18,98211.00,261.18,119.00,0,214,84.00,22.30
1298,21.90,98217.00,260.93,98234.00,262.04,109.00,0,214,84.00,22.30
1299,21.90,98228.00,260.93,98231.00,261.01,125.00,0,214,84.00,22.30
1300,21.90,98224.00,261.27,98232.00,261.01,112.00,0,214,84.00,22.30
1301,21.90,98229.00,261.52,98230.00,260.76,131.00,0,214,84.00,22.30
1302,21.90,98216.00,261.70,98228.00,260.84,121.00,0,214,84.00,22.30
1303,21.90,98229.00,261.36,98227.00,261.01,129.00,0,214,84.00,22.30
1304,21.90,98225.00,260.50,98224.00,261.36,128.00,0,213,84.00,22.30
1305,21.90,98237.00,260.59,98233.00,261.27,124.00,0,214,84.00,22.30
1306,21.90,98230.00,261.01,98233.00,260.76,131.00,0,214,84.00,22.30
1307,21.90,98225.00,261.70,98221.00,261.01,122.00,0,214,84.00,22.30
1308,21.90,98232.00,260.93,98231.00,261.61,125.00,0,214,84.00,22.30
1309,21.90,98223.00,262.21,98214.00,262.04,115.00,0,214,84.00,22.30
1310,21.90,98228.00,261.87,98211.00,261.10,122.00,0,213,84.00,22.30
1311,21.90,98222.00,260.76,98236.00,260.93,112.00,0,214,84.00,22.30
1312,21.90,98226.00,261.78,98235.00,260.84,114.00,0,213,84.00,22.30
1313,21.90,98228.00,261.36,98232.00,260.76,124.00,0,213,84.00,22.30
1314,21.90,98230.00,261.10,98234.00,260.93,113.00,0,213,84.00,22.30
1315,21.90,98230.00,261.27,98227.00,261.01,131.00,0,213,84.00,22.30
1316,21.90,98226.00,260.93,98231.00,262.04,124.00,0,213,84.00,22.30
1317,21.90,98224.00,261.10,98235.00,261.44,126.00,0,214,84.00,22.30
1318,21.90,98230.00,261.95,98224.00,261.87,131.00,0,214,84.00,22.30
1319,21.90,98230.00,261.87,98229.00,261.01,123.00,0,216,84.00,22.30
1320,21.90,98226.00,261.27,98208.00,262.04,131.00,0,217,84.00,22.30
1321,21.90,98224.00,262.29,98220.00,261.78,124.00,0,219,84.00,22.30
1322,21.90,98230.00,261.27,98222.00,262.12,131.00,0,220,84.00,22.30
1323,21.90,98216.00,261.78,98215.00,261.61,124.00,0,220,84.00,22.30
1324,21.90,98229.00,261.27,98227.00,261.95,132.00,0,222,84.00,22.40
1325,21.90,98213.00,262.38,98219.00,261.70,124.00,0,222,84.00,22.40
1326,21.90,98232.00,262.12,98220.00,262.46,133.00,0,222,84.00,22.30
1327,21.90,98212.00,262.04,98221.00,261.44,125.00,0,222,84.00,22.30
1328,21.90,98228.00,261.70,98230.00,260.84,132.00,0,223,84.00,22.30
1329,21.90,98223.00,262.29,98215.00,262.55,127.00,0,225,84.00,22.30
1330,21.90,98220.00,262.29,98210.00,262.29,134.00,0,225,84.00,22.30
1331,21.90,98224.00,261.61,98232.00,261.18,128.00,0,226,84.00,22.30
1332,21.90,98232.00,262.38,98229.00,261.27,135.00,0,228,84.00,22.30
1333,21.90,98228.00,262.04,98218.00,261.61,128.00,0,228,84.00,22.30
1334,21.90,98222.00,261.70,98215.00,261.44,135.00,0,228,84.00,22.30
1335,21.90,98215.00,262.21,98215.00,262.04,128.00,0,229,84.00,22.30
1336,21.90,98219.00,260.67,98229.00,260.59,135.00,0,230,84.00,22.30
1337,21.90,98224.00,261.10,98216.00,260.93,130.00,0,232,84.00,22.30
1338,21.90,98230.00,260.93,98218.00,261.44,136.00,0,233,84.00,22.30
1339,21.90,98222.00,260.93,98232.00,260.67,130.00,0,233,84.00,22.30
1340,21.90,98228.00,260.50,98230.00,260.59,136.00,0,235,84.00,22.30
1341,21.90,98225.00,261.87,98217.00,262.63,128.00,0,235,84.00,22.30
1342,21.90,98229.00,261.36,98223.00,261.44,135.00,0,235,84.00,22.30
1343,21.90,98225.00,260.93,98230.00,261.78,124.00,0,237,84.00,22.30
1344,21.90,98216.00,262.29,98223.00,262.29,135.00,0,237,84.00,22.40
1345,21.90,98230.00,260.50,98232.00,261.01,126.00,0,238,84.00,22.40
1346,21.90,98230.00,260.41,98218.00,261.87,137.00,0,238,84.00,22.40
1347,21.90,98223.00,261.87,98234.00,260.84,127.00,0,238,84.00,22.40
1348,21.90,98227.00,261.27,98221.00,262.04,137.00,0,240,84.00,22.40
1349,21.90,98224.00,261.52,98214.00,262.46,127.00,0,239,84.00,22.40
1350,21.90,98233.00,260.76,98237.00,261.87,136.00,0,239,84.00,22.30
1351,21.90,98214.00,262.21,98211.00,262.12,124.00,0,238,84.00,22.30
1352,21.90,98230.00,261.27,98226.00,260.84,136.00,0,238,84.00,22.30
1353,21.90,98228.00,260.93,98236.00,260.25,121.00,0,237,84.00,22.30
1354,21.90,98229.00,260.59,98226.00,260.93,132.00,0,236,84.00,22.30
1355,21.90,98214.00,262.38,98219.00,262.63,118.00,0,235,84.00,22.30
1356,21.90,98224.00,262.21,98214.00,262.38,131.00,0,235,84.00,22.30
1357,21.90,98226.00,260.76,98229.00,260.50,120.00,0,234,84.00,22.30
1358,21.90,98227.00,260.93,98226.00,261.01,130.00,0,234,84.00,22.30
1359,21.90,98235.00,260.76,98232.00,260.84,120.00,0,233,84.00,22.30
1360,21.90,98230.00,260.84,98224.00,260.93,129.00,0,234,84.00,22.40
1361,21.90,98228.00,261.61,98232.00,260.41,121.00,0,233,84.00,22.40
1362,21.90,98230.00,260.84,98231.00,260.93,129.00,0,232,84.00,22.30
1363,21.90,98224.00,260.84,98219.00,261.27,120.00,0,232,84.00,22.30
1364,21.90,98228.00,259.99,98231.00,260.50,128.00,0,232,84.00,22.30
1365,21.90,98224.00,260.33,98230.00,260.50,117.00,0,230,84.00,22.30
1366,21.90,98229.00,260.50,98225.00,261.27,129.00,0,230,84.00,22.40
1367,21.90,98230.00,261.44,98227.00,260.33,116.00,0,230,84.00,22.40
1368,21.90,98224.00,260.84,98211.00,262.38,129.00,0,229,84.00,22.30
1369,21.90,98224.00,261.87,98220.00,261.27,115.00,0,229,84.00,22.30
1370,21.90,98215.00,261.78,98222.00,262.46,128.00,0,229,84.00,22.30
1371,21.90,98226.00,260.59,98225.00,261.87,116.00,0,228,84.00,22.30
1372,21.90,98224.00,262.38,98230.00,260.41,128.00,0,228,84.00,22.40
1373,21.90,98233.00,260.84,98230.00,261.36,116.00,0,228,84.00,22.40
1374,21.90,98229.00,260.76,98227.00,261.61,128.00,0,227,84.00,22.30
1375,21.90,98237.00,260.84,98229.00,262.04,115.00,0,227,84.00,22.30
1376,21.90,98235.00,260.59,98227.00,261.27,126.00,0,227,84.00,22.30
1377,21.90,98232.00,260.84,98222.00,260.67,114.00,0,226,84.00,22.30
1378,21.90,98230.00,261.18,98218.00,260.76,127.00,0,227,84.00,22.40
1379,21.90,98225.00,261.70,98215.00,262.46,113.00,0,225,84.00,22.40
1380,21.90,98219.00,261.27,98220.00,262.72,127.00,0,224,84.00,22.30
1381,21.90,98225.00,262.63,98228.00,261.70,116.00,0,225,84.00,22.30
1382,21.90,98229.00,261.01,98233.00,260.76,128.00,0,224,84.00,22.30
1383,21.90,98218.00,261.44,98230.00,261.18,117.00,0,224,84.00,22.30
1384,21.90,98225.00,261.52,98215.00,262.12,129.00,0,224,84.00,22.40
1385,21.90,98215.00,262.21,98210.00,262.29,122.00,0,225,84.00,22.40
1386,21.90,98229.00,260.50,98221.00,261.87,129.00,0,225,84.00,22.30
1387,21.90,98218.00,261.10,98228.00,260.67,123.00,0,224,84.00,22.30
1388,21.90,98230.00,261.61,98217.00,261.52,132.00,0,226,84.00,22.30
1389,21.90,98233.00,260.93,98230.00,261.87,125.00,0,226,84.00,22.30
1390,21.90,98230.00,261.27,98217.00,262.12,131.00,0,226,84.00,22.30
1391,21.90,98220.00,262.89,98216.00,261.70,124.00,0,227,84.00,22.30
1392,21.90,98233.00,261.18,98232.00,260.76,132.00,0,227,84.00,22.30
1393,21.90,98215.00,262.29,98210.00,262.12,125.00,0,227,84.00,22.30
1394,21.90,98229.00,262.55,98231.00,261.78,131.00,0,227,84.00,22.30
1395,21.90,98221.00,261.27,98228.00,261.27,125.00,0,226,84.00,22.30
1396,21.90,98222.00,262.12,98222.00,262.63,133.00,0,227,84.00,22.40
1397,21.90,98229.00,260.93,98227.00,261.87,126.00,0,227,84.00,22.40
1398,21.90,98231.00,261.44,98230.00,261.70,134.00,0,227,84.00,22.30
1399,21.90,98228.00,261.10,98235.00,261.10,126.00,0,226,84.00,22.30
1400,21.90,98219.00,262.21,98224.00,261.18,132.00,0,227,84.00,22.30
1401,21.90,98229.00,261.18,98224.00,260.84,123.00,0,227,84.00,22.30
1402,21.90,98231.00,261.01,98228.00,261.10,129.00,0,226,84.00,22.30
1403,21.90,98230.00,261.87,98218.00,260.76,119.00,0,225,84.00,22.30
1404,21.90,98227.00,262.21,98214.00,262.29,126.00,0,225,84.00,22.40
1405,21.90,98229.00,261.18,98217.00,262.55,111.00,0,225,84.00,22.40
1406,21.90,98231.00,261.01,98239.00,262.29,125.00,0,225,84.00,22.30
1407,21.90,98232.00,261.27,98224.00,260.93,116.00,0,224,84.00,22.30
1408,21.90,98226.00,261.36,98230.00,260.93,117.00,0,224,84.00,22.30
1409,21.90,98228.00,261.61,98210.00,262.29,125.00,0,224,84.00,22.30
1410,21.90,98221.00,261.52,98229.00,260.84,113.00,0,224,84.00,22.30
1411,21.90,98229.00,261.18,98231.00,261.44,131.00,0,225,84.00,22.30
1412,21.90,98227.00,261.44,98230.00,261.18,120.00,0,225,84.00,22.30
1413,21.90,98230.00,261.27,98219.00,262.04,132.00,0,224,84.00,22.30
1414,21.90,98229.00,261.44,98227.00,262.21,131.00,0,224,84.00,22.40
1415,21.90,98227.00,260.93,98229.00,260.93,127.00,0,225,84.00,22.40
1416,21.90,98228.00,261.44,98219.00,261.18,133.00,0,224,84.00,22.30
1417,21.90,98226.00,261.44,98228.00,261.27,124.00,0,224,84.00,22.30
1418,21.90,98220.00,262.72,98213.00,262.29,129.00,0,224,84.00,22.30
1419,21.90,98207.00,262.55,98225.00,261.10,115.00,0,224,84.00,22.30
1420,21.90,98229.00,261.27,98231.00,260.84,125.00,0,223,84.00,22.30
1421,21.90,98234.00,261.27,98212.00,262.12,113.00,0,223,84.00,22.30
1422,21.90,98225.00,261.44,98211.00,261.78,125.00,0,224,84.00,22.30
1423,21.90,98219.00,261.18,98227.00,261.44,114.00,0,222,84.00,22.30
1424,21.90,98227.00,261.18,98229.00,261.95,125.00,0,222,84.00,22.30
1425,21.90,98221.00,261.36,98221.00,261.61,117.00,0,221,84.00,22.30
1426,21.90,98230.00,261.52,98225.00,261.27,119.00,0,222,84.00,22.40
1427,21.90,98225.00,261.36,98207.00,262.21,125.00,0,222,84.00,22.40
1428,21.90,98213.00,262.12,98215.00,262.46,114.00,0,221,84.00,22.30
1429,21.90,98231.00,261.36,98221.00,261.27,133.00,0,221,84.00,22.30
1430,21.90,98225.00,262.04,98213.00,262.81,120.00,0,220,84.00,22.30
1431,21.90,98226.00,262.46,98209.00,262.29,135.00,0,222,84.00,22.30
1432,21.90,98211.00,261.44,98229.00,261.52,129.00,0,221,84.00,22.30
1433,21.90,98228.00,262.21,98216.00,262.04,130.00,0,221,84.00,22.30
1434,21.90,98228.00,261.61,98231.00,261.10,135.00,0,221,84.00,22.30
1435,21.90,98217.00,261.61,98223.00,261.27,126.00,0,221,84.00,22.30
1436,21.90,98222.00,262.04,98222.00,261.36,132.00,0,221,84.00,22.40
1437,21.90,98218.00,261.78,98209.00,261.95,122.00,0,221,84.00,22.40
1438,21.90,98227.00,260.76,98216.00,262.21,128.00,0,221,84.00,22.30
1439,21.90,98229.00,262.21,98213.00,262.04,113.00,0,220,84.00,22.30
1440,21.90,98220.00,261.70,98213.00,262.72,124.00,0,221,84.00,22.30
1441,21.90,98224.00,261.36,98220.00,261.87,113.00,0,220,84.00,22.30
1442,21.90,98221.00,262.72,98214.00,261.44,123.00,0,221,84.00,22.30
1443,21.90,98226.00,261.44,98230.00,261.52,117.00,0,222,84.00,22.30
1444,21.90,98217.00,262.38,98215.00,262.29,113.00,0,221,84.00,22.30
1445,21.90,98208.00,262.63,98212.00,262.38,127.00,0,220,84.00,22.30
1446,21.90,98226.00,261.52,98228.00,260.84,114.00,0,222,84.00,22.40
1447,21.90,98223.00,261.36,98229.00,261.27,133.00,0,221,84.00,22.40
1448,21.90,98229.00,260.84,98231.00,261.52,119.00,0,222,84.00,22.30
1449,21.90,98229.00,261.27,98228.00,260.93,136.00,0,222,84.00,22.30
1450,21.90,98210.00,262.38,98212.00,261.27,123.00,0,221,84.00,22.30
