times,bmptemp,bmpprea,bmpalti,bmppreasea,bmprealalt,uvValue,rainvalue,co2value,h,t
766,21.90,98250.00,260.41,98245.00,259.22,131.00,0,228,85.00,22.30
767,21.90,98252.00,259.39,98249.00,259.99,124.00,0,227,85.00,22.30
768,21.90,98248.00,259.39,98237.00,260.59,128.00,0,227,85.00,22.30
769,21.90,98244.00,259.30,98250.00,259.99,120.00,0,227,85.00,22.30
770,21.90,98244.00,259.22,98236.00,259.05,126.00,0,226,85.00,22.30
771,21.90,98243.00,260.59,98250.00,259.05,115.00,0,225,85.00,22.30
772,21.90,98249.00,258.88,98248.00,259.39,124.00,0,226,84.00,22.30
773,21.90,98234.00,259.65,98239.00,259.30,111.00,0,226,84.00,22.30
774,21.90,98249.00,261.18,98236.00,259.39,121.00,0,225,84.00,22.20
775,21.90,98253.00,258.79,98254.00,259.82,116.00,0,225,84.00,22.20
776,21.90,98244.00,260.33,98236.00,259.82,118.00,0,225,84.00,22.30
777,21.90,98247.00,258.96,98250.00,258.20,121.00,0,224,84.00,22.30
778,21.90,98253.00,259.39,98247.00,259.56,111.00,0,225,85.00,22.30
779,21.90,98249.00,259.65,98240.00,258.96,127.00,0,225,85.00,22.30
780,21.90,98251.00,259.90,98243.00,259.65,115.00,0,224,84.00,22.20
781,21.90,98248.00,259.22,98248.00,259.65,133.00,0,225,84.00,22.20
782,21.90,98236.00,258.88,98247.00,259.39,123.00,0,224,84.00,22.20
783,21.90,98245.00,259.48,98253.00,259.65,130.00,0,224,84.00,22.20
784,21.90,98250.00,259.48,98235.00,259.99,128.00,0,224,84.00,22.30
785,21.90,98251.00,259.30,98234.00,259.82,128.00,0,224,84.00,22.30
786,21.90,98249.00,258.88,98261.00,258.96,129.00,0,224,84.00,22.30
787,21.90,98249.00,258.88,98248.00,260.41,124.00,0,224,84.00,22.30
788,21.90,98246.00,260.50,98236.00,259.90,133.00,0,224,84.00,22.20
789,21.90,98240.00,260.41,98249.00,259.05,125.00,0,224,84.00,22.20
790,21.90,98242.00,259.56,98240.00,260.16,132.00,0,225,84.00,22.20
791,21.90,98242.00,259.22,98254.00,258.79,126.00,0,224,84.00,22.20
792,21.90,98248.00,259.05,98250.00,259.22,128.00,0,223,84.00,22.30
793,21.90,98246.00,259.65,98248.00,259.48,127.00,0,223,84.00,22.30
794,21.90,98248.00,259.82,98241.00,259.56,127.00,0,223,84.00,22.20
795,21.90,98233.00,260.07,98253.00,259.22,129.00,0,223,84.00,22.20
796,22.00,98246.00,259.22,98251.00,259.90,124.00,0,222,84.00,22.30
797,21.90,98247.00,259.56,98249.00,260.16,131.00,0,224,84.00,22.30
798,21.90,98245.00,260.33,98246.00,259.65,121.00,0,223,84.00,22.30
799,21.90,98250.00,259.30,98249.00,259.30,132.00,0,223,84.00,22.30
800,22.00,98234.00,260.59,98239.00,259.73,121.00,0,223,84.00,22.30
801,21.90,98237.00,260.07,98236.00,260.25,131.00,0,222,84.00,22.30
802,22.00,98236.00,259.99,98235.00,260.25,126.00,0,223,85.00,22.30
803,22.00,98244.00,259.22,98247.00,259.30,128.00,0,222,85.00,22.30
804,22.00,98250.00,260.25,98251.00,259.22,127.00,0,222,84.00,22.20
805,22.00,98232.00,260.59,98236.00,259.39,126.00,0,223,84.00,22.20
806,22.00,98250.00,259.48,98246.00,259.48,129.00,0,221,84.00,22.30
807,22.00,98254.00,259.30,98243.00,259.39,123.00,0,222,84.00,22.30
808,22.00,98250.00,260.50,98244.00,260.59,131.00,0,222,85.00,22.30
809,22.00,98250.00,259.39,98249.00,259.73,120.00,0,222,85.00,22.30
810,22.00,98244.00,259.65,98251.00,259.14,127.00,0,223,85.00,22.30
811,22.00,98238.00,260.50,98235.00,260.16,119.00,0,222,85.00,22.30
812,22.00,98248.00,259.82,98243.00,258.71,124.00,0,222,84.00,22.30
813,22.00,98244.00,259.48,98237.00,259.65,112.00,0,222,84.00,22.30
814,22.00,98249.00,259.65,98238.00,259.56,123.00,0,221,84.00,22.30
815,22.00,98248.00,260.50,98233.00,260.33,110.00,0,222,84.00,22.30
816,22.00,98250.00,259.14,98249.00,258.79,121.00,0,223,85.00,22.20
817,22.00,98236.00,259.22,98233.00,259.65,113.00,0,221,85.00,22.20
818,22.00,98249.00,259.56,98251.00,260.41,121.00,0,222,85.00,22.20
819,22.00,98247.00,259.22,98240.00,260.59,116.00,0,222,85.00,22.20
820,22.00,98249.00,259.65,98240.00,259.05,115.00,0,222,85.00,22.20
821,22.00,98240.00,259.39,98251.00,259.22,119.00,0,221,85.00,22.20
822,22.00,98248.00,259.65,98250.00,260.41,111.00,0,222,85.00,22.20
823,22.00,98251.00,259.30,98245.00,260.93,124.00,0,222,85.00,22.20
824,22.00,98251.00,259.14,98249.00,259.14,109.00,0,222,85.00,22.20
825,22.00,98249.00,259.30,98251.00,259.82,127.00,0,222,85.00,22.20
826,22.00,98240.00,259.30,98248.00,260.16,114.00,0,222,85.00,22.30
827,22.00,98233.00,260.50,98230.00,260.41,132.00,0,223,85.00,22.30
828,22.00,98250.00,260.07,98238.00,260.50,118.00,0,224,85.00,22.30
829,22.00,98233.00,260.41,98233.00,259.82,130.00,0,224,85.00,22.30
830,22.00,98248.00,259.30,98248.00,259.90,122.00,0,223,84.00,22.30
831,21.90,98249.00,259.39,98247.00,259.30,132.00,0,223,84.00,22.30
832,22.00,98239.00,260.41,98246.00,259.39,125.00,0,224,85.00,22.20
833,22.00,98247.00,259.14,98240.00,260.76,130.00,0,224,85.00,22.20
834,22.00,98252.00,259.48,98249.00,259.39,128.00,0,225,85.00,22.20
835,22.00,98245.00,259.22,98246.00,260.67,128.00,0,225,85.00,22.20
836,22.00,98244.00,260.50,98233.00,260.41,128.00,0,224,85.00,22.30
837,22.00,98250.00,260.16,98240.00,260.50,127.00,0,225,85.00,22.30
838,22.00,98237.00,258.88,98241.00,259.39,129.00,0,224,85.00,22.20
839,21.90,98231.00,260.41,98234.00,260.16,126.00,0,224,85.00,22.20
840,21.90,98249.00,259.65,98239.00,260.50,135.00,0,225,85.00,22.20
841,22.00,98233.00,260.33,98248.00,259.30,124.00,0,225,85.00,22.20
842,21.90,98232.00,260.41,98233.00,260.16,129.00,0,224,85.00,22.20
843,21.90,98248.00,258.96,98246.00,260.25,116.00,0,225,85.00,22.20
844,21.90,98249.00,259.30,98244.00,259.56,124.00,0,224,85.00,22.30
845,22.00,98245.00,259.30,98253.00,259.05,116.00,0,225,85.00,22.30
846,21.90,98234.00,260.67,98233.00,258.96,115.00,0,224,85.00,22.30
847,22.00,98244.00,259.56,98236.00,261.01,129.00,0,225,85.00,22.30
848,22.00,98250.00,259.65,98250.00,259.22,117.00,0,223,85.00,22.20
849,21.90,98244.00,260.59,98247.00,259.56,134.00,0,224,85.00,22.20
850,22.00,98234.00,260.59,98240.00,259.90,127.00,0,224,85.00,22.30
851,22.00,98246.00,259.48,98245.00,259.99,128.00,0,224,85.00,22.30
852,21.90,98245.00,259.82,98247.00,259.73,133.00,0,224,85.00,22.30
853,21.90,98245.00,260.16,98250.00,259.65,124.00,0,225,85.00,22.30
854,21.90,98246.00,259.22,98240.00,259.90,129.00,0,224,85.00,22.30
855,22.00,98245.00,259.22,98242.00,260.07,117.00,0,224,85.00,22.30
856,22.00,98245.00,259.82,98246.00,259.30,125.00,0,224,85.00,22.20
857,21.90,98249.00,259.99,98246.00,259.48,115.00,0,223,85.00,22.20
858,22.00,98247.00,260.84,98234.00,260.84,115.00,0,223,85.00,22.30
859,21.90,98241.00,260.59,98234.00,260.76,125.00,0,223,85.00,22.30
860,22.00,98243.00,260.84,98232.00,260.67,113.00,0,223,84.00,22.30
861,22.00,98246.00,260.76,98252.00,259.56,131.00,0,224,84.00,22.30
862,22.00,98242.00,259.30,98247.00,259.65,124.00,0,224,85.00,22.20
863,22.00,98243.00,260.16,98237.00,260.67,126.00,0,225,85.00,22.20
864,21.90,98243.00,259.65,98245.00,261.01,130.00,0,224,85.00,22.30
865,21.90,98233.00,260.59,98234.00,260.50,126.00,0,225,85.00,22.30
866,21.90,98244.00,259.90,98235.00,260.07,134.00,0,225,85.00,22.20
867,21.90,98247.00,260.41,98234.00,259.39,125.00,0,226,85.00,22.20
868,21.90,98243.00,259.48,98227.00,259.30,132.00,0,226,85.00,22.20
869,21.90,98244.00,259.65,98233.00,260.50,124.00,0,226,85.00,22.20
870,21.90,98248.00,259.82,98235.00,259.39,131.00,0,225,85.00,22.30
871,22.00,98246.00,259.22,98242.00,259.99,124.00,0,226,85.00,22.30
872,22.00,98233.00,260.41,98232.00,260.59,130.00,0,226,85.00,22.30
873,21.90,98243.00,259.39,98243.00,259.90,120.00,0,226,85.00,22.30
874,22.00,98242.00,260.25,98239.00,260.93,128.00,0,226,84.00,22.30
875,22.00,98248.00,259.65,98239.00,259.73,115.00,0,226,84.00,22.30
876,21.90,98239.00,260.59,98229.00,260.93,126.00,0,226,85.00,22.30
877,22.00,98232.00,259.65,98244.00,259.82,118.00,0,226,85.00,22.30
878,22.00,98245.00,259.30,98250.00,259.56,119.00,0,226,84.00,22.20
879,22.00,98248.00,260.67,98235.00,260.84,126.00,0,227,84.00,22.20
880,22.00,98248.00,259.65,98236.00,260.59,115.00,0,227,84.00,22.30
881,22.00,98249.00,259.65,98234.00,260.84,133.00,0,227,84.00,22.30
882,21.90,98247.00,260.76,98243.00,259.56,120.00,0,226,85.00,22.30
883,21.90,98245.00,258.96,98247.00,260.67,136.00,0,227,85.00,22.30
884,22.00,98244.00,259.56,98244.00,259.39,126.00,0,226,85.00,22.30
885,21.90,98234.00,260.50,98235.00,260.59,132.00,0,227,85.00,22.30
886,22.00,98246.00,259.65,98245.00,259.73,132.00,0,226,84.00,22.30
887,22.00,98242.00,259.39,98244.00,259.39,129.00,0,227,84.00,22.30
888,22.00,98240.00,260.16,98241.00,259.56,135.00,0,227,85.00,22.30
889,22.00,98244.00,260.84,98228.00,261.01,127.00,0,226,85.00,22.30
890,22.00,98234.00,261.44,98246.00,259.48,133.00,0,226,84.00,22.30
891,22.00,98248.00,260.76,98228.00,260.50,124.00,0,225,84.00,22.30
892,22.00,98249.00,259.14,98250.00,259.39,129.00,0,226,84.00,22.30
893,22.00,98230.00,260.84,98247.00,260.25,114.00,0,226,84.00,22.30
894,22.00,98244.00,259.56,98239.00,260.93,124.00,0,226,85.00,22.30
895,22.00,98248.00,259.56,98237.00,260.59,122.00,0,225,85.00,22.30
896,22.00,98232.00,260.67,98245.00,260.59,115.00,0,225,84.00,22.30
897,22.00,98245.00,259.39,98243.00,260.84,132.00,0,226,84.00,22.30
898,22.00,98248.00,259.30,98249.00,259.30,121.00,0,225,84.00,22.30
899,22.00,98240.00,260.41,98228.00,261.01,134.00,0,226,84.00,22.30
900,22.00,98245.00,260.67,98251.00,259.39,131.00,0,226,85.00,22.30
901,21.90,98233.00,260.41,98231.00,260.59,129.00,0,227,85.00,22.30
902,22.00,98244.00,260.07,98241.00,260.25,134.00,0,226,84.00,22.30
903,22.00,98247.00,259.48,98249.00,259.65,127.00,0,225,84.00,22.30
904,22.00,98237.00,260.59,98240.00,260.59,135.00,0,226,85.00,22.30
905,22.00,98229.00,259.99,98249.00,259.56,126.00,0,226,85.00,22.30
906,21.90,98247.00,259.65,98250.00,259.73,136.00,0,226,84.00,22.30
907,21.90,98242.00,259.65,98246.00,259.39,128.00,0,225,84.00,22.30
908,21.90,98243.00,259.56,98234.00,260.25,134.00,0,226,85.00,22.30
909,22.00,98244.00,260.67,98236.00,259.30,127.00,0,225,85.00,22.30
910,21.90,98232.00,260.67,98244.00,259.22,134.00,0,225,84.00,22.30
911,21.90,98244.00,259.30,98230.00,260.33,127.00,0,226,84.00,22.30
912,21.90,98231.00,258.96,98249.00,260.07,138.00,0,230,84.00,22.30
913,21.90,98244.00,259.48,98238.00,260.25,130.00,0,233,84.00,22.30
914,21.90,98241.00,260.67,98247.00,260.67,139.00,0,236,85.00,22.30
915,21.90,98249.00,259.82,98244.00,259.73,132.00,0,237,85.00,22.30
916,21.90,98248.00,260.25,98238.00,260.76,140.00,0,239,84.00,22.30
917,21.90,98242.00,259.90,98230.00,261.01,135.00,0,239,84.00,22.30
918,21.90,98251.00,259.56,98247.00,259.73,144.00,0,238,85.00,22.30
919,21.90,98249.00,259.65,98253.00,259.05,135.00,0,238,85.00,22.30
920,21.90,98236.00,260.76,98235.00,260.67,144.00,0,238,84.00,22.30
921,21.90,98247.00,259.56,98247.00,259.48,135.00,0,237,84.00,22.30
922,21.90,98233.00,260.41,98241.00,259.48,141.00,0,237,85.00,22.30
923,21.90,98246.00,259.48,98251.00,259.48,133.00,0,236,85.00,22.30
924,21.90,98248.00,258.71,98248.00,259.48,139.00,0,236,84.00,22.30
925,21.90,98248.00,258.96,98237.00,260.59,132.00,0,235,84.00,22.30
926,21.90,98251.00,259.65,98240.00,260.41,138.00,0,234,84.00,22.30
927,21.90,98232.00,260.33,98244.00,259.65,131.00,0,234,84.00,22.30
928,21.90,98249.00,259.22,98248.00,259.48,135.00,0,233,84.00,22.20
929,21.90,98234.00,260.59,98234.00,260.84,129.00,0,233,84.00,22.20
930,21.90,98236.00,260.59,98243.00,260.07,136.00,0,233,84.00,22.30
931,21.90,98239.00,260.41,98237.00,260.41,130.00,0,233,84.00,22.30
932,21.90,98244.00,260.41,98232.00,260.50,136.00,0,233,85.00,22.30
933,21.90,98231.00,261.01,98233.00,260.67,130.00,0,233,85.00,22.30
934,21.90,98248.00,259.90,98249.00,259.65,136.00,0,234,85.00,22.30
935,21.90,98245.00,259.14,98248.00,259.14,127.00,0,232,85.00,22.30
936,21.90,98243.00,259.82,98243.00,259.65,135.00,0,234,85.00,22.30
937,21.90,98243.00,259.30,98248.00,259.99,123.00,0,233,85.00,22.30
938,21.90,98242.00,258.96,98247.00,259.48,133.00,0,233,85.00,22.30
939,21.90,98245.00,260.50,98233.00,261.01,119.00,0,234,85.00,22.30
940,21.90,98245.00,260.67,98245.00,260.33,132.00,0,234,85.00,22.30
941,21.90,98246.00,258.96,98250.00,259.30,120.00,0,233,85.00,22.30
942,21.90,98236.00,260.41,98240.00,259.73,131.00,0,233,85.00,22.30
943,21.90,98237.00,260.59,98232.00,259.56,120.00,0,233,85.00,22.30
944,21.90,98252.00,259.90,98231.00,260.33,131.00,0,233,85.00,22.30
945,21.90,98247.00,259.48,98237.00,260.59,121.00,0,232,85.00,22.30
946,21.90,98231.00,260.67,98238.00,259.48,130.00,0,232,84.00,22.30
947,21.90,98247.00,259.56,98248.00,259.14,119.00,0,231,84.00,22.30
948,21.90,98250.00,259.56,98243.00,259.39,130.00,0,231,85.00,22.30
949,21.90,98247.00,259.39,98236.00,260.59,120.00,0,230,85.00,22.30
950,21.90,98251.00,259.73,98237.00,260.59,128.00,0,230,84.00,22.30
951,21.90,98237.00,260.59,98235.00,260.59,122.00,0,230,84.00,22.30
952,21.90,98248.00,259.82,98241.00,259.73,124.00,0,230,84.00,22.30
953,21.90,98245.00,260.76,98227.00,261.01,127.00,0,229,84.00,22.30
954,21.90,98247.00,259.65,98247.00,259.73,120.00,0,228,84.00,22.30
955,21.90,98241.00,260.84,98234.00,260.84,132.00,0,229,84.00,22.30
956,21.90,98235.00,260.67,98230.00,260.67,119.00,0,228,84.00,22.30
957,21.90,98242.00,260.33,98234.00,260.41,137.00,0,228,84.00,22.30
958,21.90,98237.00,260.93,98234.00,260.33,120.00,0,228,84.00,22.30
959,21.90,98247.00,259.82,98250.00,259.22,135.00,0,228,84.00,22.30
960,21.90,98243.00,259.56,98245.00,260.16,122.00,0,228,84.00,22.30
961,21.90,98246.00,261.18,98233.00,259.82,139.00,0,227,84.00,22.30
962,21.90,98245.00,259.82,98251.00,259.90,125.00,0,226,84.00,22.30
963,21.90,98253.00,259.39,98248.00,259.05,137.00,0,227,84.00,22.30
964,21.90,98245.00,259.48,98245.00,260.41,129.00,0,227,84.00,22.30
965,21.90,98244.00,259.14,98243.00,261.01,136.00,0,226,84.00,22.30
966,21.90,98246.00,260.33,98237.00,260.93,136.00,0,227,84.00,22.30
967,21.90,98240.00,259.56,98232.00,260.16,134.00,0,228,84.00,22.30
968,21.90,98241.00,258.96,98246.00,259.65,136.00,0,226,84.00,22.30
969,21.90,98246.00,259.65,98252.00,259.90,133.00,0,227,84.00,22.30
970,21.90,98245.00,259.99,98249.00,260.84,138.00,0,226,84.00,22.30
971,21.90,98247.00,260.67,98232.00,260.93,129.00,0,227,84.00,22.30
972,21.90,98228.00,261.01,98232.00,261.18,137.00,0,226,84.00,22.30
973,21.90,98245.00,259.48,98246.00,259.73,128.00,0,226,84.00,22.30
974,21.90,98246.00,259.30,98240.00,260.67,132.00,0,226,84.00,22.30
975,21.90,98243.00,260.67,98234.00,260.59,120.00,0,225,84.00,22.30
976,21.90,98245.00,259.56,98246.00,259.90,130.00,0,226,84.00,22.40
977,21.90,98241.00,260.76,98229.00,260.25,117.00,0,225,84.00,22.40
978,21.90,98248.00,259.65,98236.00,259.39,128.00,0,224,84.00,22.30
979,21.90,98245.00,259.56,98233.00,260.33,121.00,0,225,84.00,22.30
980,21.90,98247.00,259.73,98231.00,261.10,123.00,0,225,84.00,22.40
981,21.90,98247.00,259.48,98251.00,260.25,126.00,0,225,84.00,22.40
982,21.90,98250.00,258.62,98252.00,259.22,118.00,0,224,84.00,22.30
983,21.90,98247.00,259.65,98248.00,259.48,131.00,0,224,84.00,22.30
984,21.90,98244.00,260.84,98226.00,261.10,116.00,0,225,84.00,22.30
985,21.90,98231.00,260.84,98224.00,261.10,132.00,0,224,84.00,22.30
986,21.90,98234.00,259.65,98232.00,260.76,121.00,0,224,84.00,22.30
987,21.90,98236.00,260.93,98232.00,259.22,136.00,0,224,84.00,22.30
988,21.90,98247.00,259.22,98249.00,259.82,125.00,0,223,84.00,22.30
989,21.90,98246.00,259.82,98244.00,259.99,137.00,0,224,84.00,22.30
990,21.90,98244.00,259.39,98248.00,259.99,131.00,0,223,84.00,22.30
991,21.90,98247.00,260.76,98233.00,259.30,133.00,0,224,84.00,22.30
992,21.90,98249.00,259.56,98248.00,259.14,134.00,0,223,84.00,22.30
993,21.90,98249.00,259.48,98247.00,259.48,130.00,0,224,84.00,22.30
994,21.90,98236.00,259.22,98242.00,260.59,136.00,0,224,84.00,22.30
995,21.90,98247.00,260.76,98229.00,261.27,128.00,0,223,84.00,22.30
996,21.90,98232.00,260.84,98227.00,261.10,135.00,0,224,84.00,22.30
997,21.90,98243.00,260.41,98236.00,260.93,128.00,0,223,84.00,22.30
998,21.90,98240.00,259.65,98242.00,259.56,133.00,0,224,84.00,22.30
999,21.90,98240.00,259.65,98240.00,260.76,127.00,0,223,84.00,22.30
1000,21.90,98237.00,260.67,98234.00,260.84,133.00,0,223,84.00,22.30
1001,21.90,98238.00,259.90,98226.00,260.76,123.00,0,222,84.00,22.30
1002,21.90,98243.00,259.99,98253.00,259.73,131.00,0,222,84.00,22.30
1003,21.90,98239.00,260.41,98242.00,260.33,118.00,0,222,84.00,22.30
1004,21.90,98246.00,259.48,98246.00,259.39,129.00,0,222,84.00,22.30
1005,21.90,98243.00,259.90,98241.00,259.82,118.00,0,222,84.00,22.30
1006,21.90,98244.00,260.25,98228.00,260.67,126.00,0,222,84.00,22.30
1007,21.90,98242.00,260.50,98234.00,260.84,125.00,0,222,84.00,22.30
1008,21.90,98245.00,259.48,98246.00,259.82,118.00,0,221,84.00,22.30
1009,21.90,98245.00,259.65,98234.00,260.93,135.00,0,222,84.00,22.30
1010,21.90,98241.00,260.25,98244.00,259.82,119.00,0,222,84.00,22.30
1011,21.90,98234.00,260.67,98237.00,260.67,139.00,0,222,84.00,22.30
1012,21.90,98246.00,259.73,98248.00,259.65,129.00,0,222,84.00,22.30
1013,21.90,98245.00,259.82,98247.00,259.56,135.00,0,221,84.00,22.30
1014,21.90,98238.00,259.99,98234.00,260.25,134.00,0,222,84.00,22.30
1015,21.90,98241.00,259.65,98242.00,259.30,131.00,0,222,84.00,22.30
1016,21.90,98238.00,259.99,98244.00,259.73,137.00,0,222,84.00,22.30
1017,21.90,98246.00,259.65,98244.00,260.25,128.00,0,221,84.00,22.30
1018,21.90,98251.00,260.67,98232.00,259.56,132.00,0,221,84.00,22.30
1019,21.90,98242.00,261.01,98240.00,259.99,118.00,0,221,84.00,22.30
1020,21.90,98229.00,260.33,98242.00,259.82,129.00,0,221,84.00,22.30
1021,21.90,98233.00,259.99,98245.00,259.73,120.00,0,220,84.00,22.30
1022,21.90,98232.00,261.18,98229.00,259.82,119.00,0,221,84.00,22.30
1023,21.90,98240.00,259.82,98248.00,260.93,131.00,0,221,84.00,22.30
1024,21.90,98251.00,259.39,98243.00,260.07,122.00,0,221,84.00,22.30
1025,21.90,98243.00,260.50,98246.00,260.41,138.00,0,221,84.00,22.30
1026,21.90,98233.00,259.56,98241.00,259.65,131.00,0,221,84.00,22.30
1027,21.90,98224.00,261.44,98234.00,260.67,134.00,0,222,84.00,22.30
1028,21.90,98248.00,260.41,98232.00,260.93,137.00,0,221,84.00,22.30
1029,21.90,98231.00,260.41,98236.00,259.90,131.00,0,222,84.00,22.30
1030,21.90,98244.00,259.48,98244.00,260.76,140.00,0,221,84.00,22.40
1031,21.90,98233.00,259.65,98245.00,260.16,129.00,0,221,84.00,22.40
1032,21.90,98242.00,259.82,98235.00,261.01,135.00,0,221,84.00,22.30
1033,21.90,98242.00,259.90,98245.00,259.99,128.00,0,221,84.00,22.30
1034,21.90,98243.00,259.73,98238.00,260.07,133.00,0,222,84.00,22.30
1035,21.90,98241.00,259.99,98227.00,260.93,125.00,0,221,84.00,22.30
1036,21.90,98222.00,261.27,98229.00,260.76,132.00,0,221,84.00,22.30
1037,21.90,98230.00,261.10,98243.00,260.16,119.00,0,221,84.00,22.30
1038,21.90,98247.00,259.65,98243.00,259.65,129.00,0,221,84.00,22.30
1039,21.90,98236.00,260.93,98233.00,260.76,117.00,0,220,84.00,22.30
1040,21.90,98242.00,260.59,98231.00,261.18,128.00,0,220,84.00,22.30
1041,21.90,98249.00,260.84,98233.00,261.36,120.00,0,221,84.00,22.30
1042,21.90,98236.00,260.67,98229.00,260.84,126.00,0,220,84.00,22.30
1043,21.90,98245.00,260.25,98246.00,260.50,123.00,0,220,84.00,22.30
1044,21.90,98245.00,259.65,98244.00,259.90,120.00,0,220,84.00,22.30
1045,21.90,98246.00,259.30,98247.00,261.01,127.00,0,220,84.00,22.30
1046,21.90,98244.00,260.07,98232.00,261.18,116.00,0,221,84.00,22.30
1047,21.90,98243.00,259.56,98233.00,260.41,130.00,0,220,84.00,22.30
1048,21.90,98242.00,260.33,98241.00,261.36,116.00,0,220,84.00,22.30
1049,21.90,98242.00,259.99,98241.00,261.44,132.00,0,220,84.00,22.30
1050,21.90,98237.00,260.07,98240.00,261.52,120.00,0,220,84.00,22.30
1051,21.90,98239.00,259.90,98245.00,260.25,137.00,0,220,84.00,22.30
1052,21.90,98242.00,259.99,98224.00,260.93,127.00,0,220,84.00,22.30
1053,21.90,98239.00,260.93,98225.00,261.61,135.00,0,221,84.00,22.30
1054,21.90,98235.00,261.27,98229.00,260.84,131.00,0,220,84.00,22.30
1055,21.90,98243.00,260.07,98230.00,261.36,131.00,0,221,84.00,22.30
1056,21.90,98226.00,261.44,98233.00,259.82,136.00,0,221,84.00,22.30
1057,21.90,98232.00,261.44,98225.00,261.27,131.00,0,220,84.00,22.30
1058,21.90,98238.00,260.50,98234.00,259.99,138.00,0,221,84.00,22.30
1059,21.90,98241.00,259.82,98228.00,261.10,131.00,0,221,84.00,22.30
1060,21.90,98239.00,259.82,98241.00,259.65,138.00,0,221,84.00,22.30
1061,21.90,98231.00,259.90,98242.00,259.90,131.00,0,221,84.00,22.30
1062,21.90,98240.00,260.07,98240.00,260.07,133.00,0,220,84.00,22.30
1063,21.90,98245.00,259.99,98241.00,260.25,133.00,0,221,84.00,22.30
1064,21.90,98242.00,259.82,98223.00,261.44,131.00,0,221,84.00,22.30
1065,21.90,98234.00,261.27,98226.00,260.93,135.00,0,221,84.00,22.30
1066,21.90,98240.00,259.90,98236.00,260.25,128.00,0,220,84.00,22.30
1067,21.90,98229.00,260.07,98231.00,260.41,138.00,0,220,84.00,22.30
1068,21.90,98225.00,260.33,98228.00,260.41,123.00,0,220,84.00,22.30
1069,21.90,98241.00,259.56,98245.00,259.56,137.00,0,220,84.00,22.30
1070,21.90,98231.00,261.18,98229.00,261.44,120.00,0,221,84.00,22.30
1071,21.90,98238.00,260.25,98242.00,260.33,135.00,0,220,84.00,22.30
1072,21.90,98241.00,259.73,98249.00,259.82,117.00,0,219,84.00,22.30
1073,21.90,98237.00,260.07,98238.00,260.33,131.00,0,219,84.00,22.30
1074,21.90,98242.00,260.59,98230.00,260.93,118.00,0,220,84.00,22.30
1075,21.90,98242.00,260.25,98244.00,259.56,132.00,0,220,84.00,22.30
1076,21.90,98244.00,259.90,98237.00,261.01,117.00,0,219,84.00,22.30
1077,21.90,98239.00,259.99,98232.00,260.84,133.00,0,220,84.00,22.30
1078,21.90,98241.00,260.07,98236.00,259.99,118.00,0,219,84.00,22.30
1079,21.90,98237.00,260.84,98234.00,260.33,132.00,0,220,84.00,22.30
1080,21.90,98231.00,260.84,98225.00,261.01,118.00,0,219,84.00,22.40
1081,21.90,98235.00,261.78,98227.00,261.18,134.00,0,220,84.00,22.40
1082,21.90,98235.00,260.16,98237.00,261.27,120.00,0,219,84.00,22.30
1083,21.90,98243.00,259.90,98241.00,260.33,134.00,0,219,84.00,22.30
1084,21.90,98244.00,261.10,98227.00,261.10,121.00,0,219,84.00,22.30
1085,21.90,98228.00,261.18,98235.00,259.99,137.00,0,219,84.00,22.30
1086,21.90,98247.00,259.82,98242.00,259.82,121.00,0,219,84.00,22.30
1087,21.90,98236.00,259.99,98237.00,259.99,137.00,0,219,84.00,22.30
1088,21.90,98232.00,260.25,98239.00,261.01,121.00,0,219,84.00,22.30
1089,21.90,98233.00,259.90,98238.00,260.84,136.00,0,219,84.00,22.30
1090,21.90,98240.00,259.90,98230.00,260.33,120.00,0,220,84.00,22.30
1091,21.90,98238.00,260.59,98238.00,260.50,134.00,0,219,84.00,22.30
1092,21.90,98237.00,260.41,98243.00,260.16,118.00,0,219,84.00,22.30
1093,21.90,98239.00,260.84,98231.00,259.82,133.00,0,219,84.00,22.30
1094,21.90,98239.00,260.50,98243.00,259.56,118.00,0,219,84.00,22.30
1095,21.90,98240.00,261.27,98224.00,261.27,136.00,0,219,84.00,22.30
1096,21.90,98237.00,259.99,98230.00,261.10,120.00,0,219,84.00,22.30
1097,21.90,98220.00,261.36,98224.00,260.07,135.00,0,218,84.00,22.30
1098,21.90,98238.00,261.36,98226.00,260.41,124.00,0,219,84.00,22.40
1099,21.90,98232.00,261.27,98222.00,261.18,134.00,0,219,84.00,22.40
1100,21.90,98245.00,261.18,98240.00,259.48,127.00,0,218,84.00,22.30
1101,21.90,98239.00,260.76,98230.00,259.73,132.00,0,218,84.00,22.30
1102,21.90,98241.00,259.99,98240.00,259.99,127.00,0,218,84.00,22.30
1103,21.90,98228.00,260.59,98227.00,260.50,130.00,0,219,84.00,22.30
1104,21.90,98236.00,261.70,98220.00,261.52,124.00,0,218,84.00,22.30
1105,21.90,98236.00,260.41,98241.00,260.76,131.00,0,218,84.00,22.30
1106,21.90,98243.00,260.84,98235.00,260.93,118.00,0,218,84.00,22.30
1107,21.90,98224.00,260.67,98233.00,259.99,132.00,0,217,84.00,22.30
1108,21.90,98235.00,260.25,98228.00,260.76,117.00,0,218,84.00,22.30
1109,21.90,98239.00,261.18,98224.00,261.10,132.00,0,218,84.00,22.30
1110,21.90,98230.00,260.50,98234.00,261.44,116.00,0,218,84.00,22.40
